ident,type,description,mhz
VEKU,TWR,TWR,123.500
VELP,TWR,TWR,122.250
VELR,TWR,TWR,123.500
VEMN,TWR,TWR,123.500
VEMR,TWR,TWR,123.500
VEPT,TWR,TWR,118.300
VERC,TWR,RANCHI TWR,118.050
VERK,TWR,ROURKELA TOWER,122.300
VEVZ,A/G,RDO,658.300
VEVZ,APP,APP,123.500
VEVZ,TWR,TWR,119.700
VEZO,TWR,TWR,122.700
VGBR,TWR,TWR,122.900
VGCB,TWR,TWR,129.500
VGEG,ATIS,ATIS,127.600
VGEG,GND,CHITTAGONG GND,121.800
VGEG,TWR,CHITTAGONG TWR,118.700
VGHS,APP,DHAKA APP,121.300
VGHS,ATIS,DHAKA ATIS,127.400
VGHS,GND,DHAKA GND,121.800
VGHS,RDO,DHAKA RDO,294.700
VGHS,TWR,DHAKA TWR,118.300
VGIS,TWR,TWR,122.900
VGJR,TWR,TWR,123.200
VGRJ,TWR,TWR,122.900
VGSD,TWR,TWR,122.900
VGSY,TWR,SYLHET TWR,122.900
VGTJ,TWR,TWR,123.000
VHHH,AFIS,FLIGHT SERVICE,122.400
VHHH,APP,APP,119.100
VHHH,APP,Director,119.500
VHHH,ATIS-A,Arrivel,128.200
VHHH,ATIS-D,Departure,127.050
VHHH,CAC,ZONE CON,120.600
VHHH,CLD,CLNC DEL,129.900
VHHH,DEP,DEP,123.800
VHHH,EMG,Hong Kong Guard,121.500
VHHH,GND,GND North,121.600
VHHH,GND,GND South,122.550
VHHH,RDR,Radar,121.300
VHHH,RDR,PRECISION,133.700
VHHH,TWR,Tower North,118.200
VHHH,TWR,TWR South,118.400
VHST,STAR,Shun Tak Heliport Radio,131.000
VHST,ZNC,Zone Control,120.600
VIAG,APP,APP,122.300
VIAG,TWR,TWR,131.400
VIAH,TWR,,122.625
VIAL,TWR,TWR,122.700
VIAR,APP,APP,119.700
VIAR,TWR,TWR,124.350
VIBR,TWR,TWR,122.300
VIBY,APP,APP,122.700
VIBY,TWR,TWR,123.500
VICG,APP,APP,118.300
VICG,TWR,TWR,118.600
VICX,APP,APP,122.700
VICX,TWR,TWR,123.500
VIDD,APP,DELHI  APP,126.350
VIDD,TWR,TWR,122.300
VIDN,TWR,TWR,122.300
VIDN,VOR,DDN,112.600
VIDP,APP,DELHI APP,126.350
VIDP,ATIS,ATIS,126.400
VIDP,CLD,Clearance Delivery,121.950
VIDP,GND,SMC,121.625
VIDP,GND,DELHI GND,121.900
VIDP,TWR,DELHI TWR rwy28/10,118.100
VIDP,TWR,DELHI TWR RWY 29/11,118.250
VIDP,TWR,DELHI TWR Rwy 27/09,118.750
VIDX,TWR,,122.700
VIGG,TWR,TWR,122.300
VIGR,TWR,TWR,123.500
VIJO,APP,APP,122.700
VIJO,TWR,TWR,123.500
VIJP,ATIS,ATIS,126.600
VIJP,TWR(HO),,124.300
VIJP,TWR/APP,TWR,125.250
VIJR,APP,APP,123.500
VIJU,TWR,JAMMU,122.850
VIJU,TWR STD BY,,122.650
VIKA,TWR,TWR,122.300
VIKO,TWR,TWR,119.000
VILD,TWR,TWR,122.300
VILK,APP,APP,120.450
VILK,ATIS,ATIS,126.800
VILK,GND,,120.450
VILK,TWR,TWR,118.600
VIPK,APP,APP,122.700
VIPK,TWR,TWR,122.700
VIPL,TWR,,122.500
VIPT,TWR,TWR,122.300
VIRB,App,Approach,122.650
VIRB,Cmp,Company,129.950
VIRB,TWR,Tower,122.500
VISM,STANDBY,,122.500
VISM,TWR,TWR,118.350
VISP,TWR,,123.500
VISR,A/G,RDO,893.900
VISR,TWR,TWR,127.900
VIUX,A/G,RDO,561.000
VIUX,ACC,CTLZ,122.700
VLLB,APP,APP,118.500
VLLB,TWR,TWR,118.500
VLPS,TWR,TWR,118.500
VLSK,TWR,TWR,118.500
VLVT,APP,VIENTIANE APP,119.700
VLVT,TWR,VIENTIANE TWR,118.100
VMMC,APP,HONG KONG RDR,126.300
VMMC,ATIS,ATIS,126.400
VMMC,GND,GND,121.725
VMMC,TWR,TWR,118.000
VNBW,TWR,TWR,122.500
VNCG,AFIS,AFIS,122.500
VNJP,TWR,TWR,122.500
VNKT,APP,KATHMANDU APP,120.600
VNKT,ATIS,KATHMANDU ATIS,127.000
VNKT,GND,KATHMANDU GND,121.900
VNKT,RDO,KATHMANDU RDO,292.300
VNKT,TWR,KATHMANDU TWR,118.100
VNLK,APP,,122.300
VNLK,TWR,,122.500
VNNG,TWR,TWR,118.300
VNPK,TWR,TWR,123.800
VNSI,TWR,TWR,118.300
VNTH,UC,UC,122.300
VNVT,TWR,TWR,123.800
VOBG,APP,APP,127.700
VOBG,ATIS,ATIS,128.250
VOBG,TWR,TWR,123.500
VOBL,APP,,121.250
VOBL,ATIS,,128.675
VOBL,DELIVERY,,121.820
VOBL,SMC,,121.650
VOBL,TOWER,,124.350
VOBR,APP,,122.850
VOBR,Twr,,123.500
VOBZ,TWR,TWR,123.500
VOCB,APP,AFTER 0430 HRS UTC,120.050
VOCB,ATIS,,128.050
VOCB,TWR,,118.150
VOCC,A/G,RDO,665.500
VOCC,APP,APP,124.700
VOCC,TWR,GARUDA TWR,123.500
VOCI,APP,APP,119.750
VOCI,ATIS,ATIS,126.200
VOCI,GND,GND,121.750
VOCI,TWR,TWR,118.800
VOCL,ATIS,ATIS,127.000
VOCL,TWR,TWR,122.950
VOCP,TWR,TWR,118.350
VOCX,A/G,RDO,669.600
VOCX,APP,APP,122.500
VOCX,TWR,TWR,122.500
VODG,TWR,ACADEMY TWR,119.100
VOGO,APP,DABOLIM APP,119.700
VOGO,ATIS,ATIS,126.600
VOGO,TWR,DABOLIM TWR,118.100
VOHS,APP,,120.250
VOHS,APP,,125.550
VOHS,ATIS,,126.470
VOHS,CONTROL-1,,120.950
VOHS,CONTROL-2,,128.350
VOHS,CONTROL-3,,129.700
VOHS,DELIVERY,,121.620
VOHS,GROUND,,121.620
VOHS,SMC,,121.850
VOHS,TOWER,,118.450
VOHY,ACC,ACC,129.700
VOHY,APP,APP,132.400
VOHY,ATIS,ATIS,126.800
VOHY,RDO,RDO,287.200
VOHY,TWR,TWR,122.250
VOJV,NDB,Vijayanagar VN,0.217
VOKP,TWR,,131.775
VOMD,APP,APP,122.800
VOMD,TWR,TWR,122.800
VOML,ACC,ACC,127.550
VOML,APP,APP,122.100
VOML,TWR,TWR,122.100
VOMM,ACC,CHENNAI CNTR,118.900
VOMM,APP,APP,127.900
VOMM,ATIS,ATIS,127.450
VOMM,GCA,SCHENNAI RADARS,125.700
VOMM,GND,GND,121.900
VOMM,TWR,TWR,118.100
VOPB,A/G,RDO,658.300
VOPB,APP,APP,118.100
VOPB,ATIS,ATIS,126.400
VOPB,TWR,TWR,123.500
VOPC,Tower,,122.900
VOPN,TWR,TWR,118.400
VORM,UNK,,118.900
VORM,UNK,,123.500
VORY,TWR,TWR,122.300
VOSM,twr,training acadamy,122.400
VOSX,APP,,122.300
VOSX,NDB,SX,325.000
VOSX,TWR,,120.700
VOTP,TWR,TWR,119.000
VOTR,APP,TRICHY APP,119.700
VOTR,TWR,TRICHY TWR,118.300
VOTV,ACC,CON,125.900
VOTV,APP,APP,119.600
VOTV,ATIS,ATIS,126.600
VOTV,RDO,RDO,1128.500
VOTV,TWR,TWR,118.100
VOTX,APP,MADRAS APP,127.900
VOTX,TWR,TWR,122.300
VOYK,APP,,119.700
VOYK,APP,BANGALORE APP,127.750
VOYK,TWR,TWR,118.100
VQBT,TWR,TWR,122.550
VREI,UC,UC,118.350
VRMG,TWR,GAN TWR,119.100
VRMH,TWR,TWR,119.100
VRMK,TWR,TWR,119.600
VRMM,APP,APP,119.700
VRMM,GND,GND,121.600
VRMM,TWR,TWR,118.100
VRMT,TWR,TWR,119.400
VTBD,APP,APP,119.400
VTBD,ARR,ARR,125.500
VTBD,ATIS,ATIS,126.400
VTBD,CLD,CLNC DEL,154.960
VTBD,GND,GND,121.900
VTBD,TWR,TWR,118.100
VTBH,RDO,RDO,552.000
VTBH,TWR,TWR,122.100
VTBI,CNTR,BANGKOK CON,133.100
VTBK,APP,APP,127.750
VTBK,CNTR,BANGKOK CON,128.100
VTBK,DEP,DEP,23.700
VTBK,GND,GND,25.780
VTBK,TWR,TWR,23.750
VTBL,GND,GND,121.750
VTBL,TWR,TWR,122.600
VTBO,APP,APP,118.600
VTBO,TWR,TWR,122.900
VTBP,ATIS,ATIS,39.060
VTBP,GND,GND,25.780
VTBP,TWR,TWR,35.110
VTBS,ATIS,,127.800
VTBT,Approach,UTapao Approach,119.700
VTBT,TWR,,122.300
VTBU,APP,APP,119.700
VTBU,GND,GND,121.900
VTBU,TWR,TWR,118.300
VTBW,TWR,TWR,118.100
VTCC,APP,APP,129.600
VTCC,ATIS,ATIS,127.200
VTCC,GND,GND,121.900
VTCC,TWR,TWR,118.100
VTCH,APP,APP,126.200
VTCH,ATIS,ATIS,38.400
VTCH,TWR,TWR,122.300
VTCI,CTAF,,123.000
VTCL,APP,APP,119.300
VTCL,ATIS,ATIS,39.500
VTCL,TWR,TWR,122.300
VTCN,APP,APP,120.250
VTCN,ATIS,ATIS,35.500
VTCN,TWR,TWR,118.550
VTCP,APP,APP,120.100
VTCP,ATIS,ATIS,34.000
VTCP,RDO,RDO,666.700
VTCP,TWR,TWR,118.600
VTCS,CTAF,,122.300
VTCT,APP,APP,163.050
VTCT,ATIS,ATIS,927.700
VTCT,RDO,RDO,0.700
VTCT,TWR .,,1.000
VTPB,APP,APP,126.700
VTPB,TWR,TWR,122.300
VTPH,APP,APP,126.200
VTPH,ATIS,ATIS,21.300
VTPH,GND,GND,121.900
VTPH,TWR,TWR,122.700
VTPI,APP,APP,124.000
VTPI,ATIS,ATIS,25.300
VTPI,DEP,DEP,134.100
VTPI,GND,GND,121.750
VTPI,TWR,TWR,133.250
VTPM,APP,APP,120.650
VTPM,ATIS,ATIS,31.600
VTPM,TWR,TWR,118.350
VTPN,TWR,TWR,122.300
VTPO,APP,PHITSANULOK APP,120.700
VTPO,TWR,TWR,118.700
VTPP,APP,APP,120.700
VTPP,ATIS,ATIS,26.300
VTPP,GND,GND,121.900
VTPP,TWR,TWR,118.900
VTPT,APP,APP,120.700
VTPT,TWR,TWR,118.800
VTPY,TWR,TWR,122.300
VTSB,APP,APP,129.600
VTSB,ATIS,ATIS,33.800
VTSB,GND,GND,121.900
VTSB,RDO,RDO,657.700
VTSB,TWR,TWR,122.700
VTSC,APP,APP,125.550
VTSC,ATIS,ATIS,38.300
VTSC,RDO,RDO,657.700
VTSC,TWR,TWR,122.700
VTSE,APP,APP,119.750
VTSE,TWR,TWR,122.150
VTSF,APP,APP,119.750
VTSF,TWR,TWR,122.550
VTSG,APP,APP,120.050
VTSG,ATIS,ATIS,29.900
VTSG,GND,GND,121.900
VTSG,TWR,TWR,118.600
VTSH,TWR,TWR,126.200
VTSK,APP,APP,125.550
VTSK,TWR,TWR,119.300
VTSM,APP,APP,129.600
VTSM,ATIS,ATIS,128.600
VTSM,TWR,TWR,118.900
VTSN,RDO,RDO,657.700
VTSN,TWR,TWR,122.700
VTSP,APP,APP,124.700
VTSP,ATIS,ATIS,128.000
VTSP,GND,GND,121.900
VTSP,TWR,TWR,118.100
VTSR,APP,APP,125.100
VTSR,ATIS,ATIS,37.500
VTSR,TWR,TWR,122.250
VTSS,APP,APP,126.700
VTSS,ATIS,ATIS,128.800
VTSS,GND,GND,121.900
VTSS,TWR,TWR,118.100
VTST,APP,APP,125.300
VTST,ATIS,ATIS,24.800
VTST,TWR,TWR,118.400
VTSW,APP,Phuket Approach,124.700
VTSW,CTAF,Phuket Airpark Traffic,122.300
VTSW,TWR,Phuket Tower,118.100
VTUD,APP,APP,126.200
VTUD,ATIS,ATIS,23.600
VTUD,GND,GND,121.900
VTUD,RDO,RDO,659.500
VTUD,TWR,TWR,122.500
VTUI,APP,APP,123.350
VTUI,ATIS,ATIS,36.500
VTUI,TWR,TWR,119.650
VTUJ,APP,BURI RAM APP,123.600
VTUJ,TWR,TWR,122.700
VTUK,APP,APP,123.400
VTUK,ATIS,ATIS,39.300
VTUK,TWR,TWR,122.250
VTUL,APP,APP,122.550
VTUL,TWR,TWR,122.500
VTUN,APP,APP,129.750
VTUN,ATIS,ATIS,39.060
VTUN,DEP,DEP,134.100
VTUN,GND,GND,121.750
VTUN,TWR,TWR,122.200
VTUO,APP,APP,123.600
VTUO,ATIS,ATIS,30.300
VTUO,TWR,TWR,122.500
VTUQ,APP,APP,123.600
VTUQ,ATIS,ATIS,39.900
VTUQ,TWR,TWR,119.800
VTUR,APP,APP,125.400
VTUR,TWR,TWR,119.750
VTUU,APP,APP,123.500
VTUU,ATIS,ATIS,37.300
VTUU,GND,GND,121.900
VTUU,TWR,TWR,119.900
VTUV,APP,APP,125.400
VTUV,ATIS,ATIS,31.900
VTUV,TWR,TWR,119.750
VTUW,APP,SAKHON NAKHON APP,123.350
VTUW,TWR,TWR,122.500
VVBM,TWR,TWR,118.300
VVCA,TWR,TWR,118.250
VVCT,TWR,Can Tho,118.800
VVDB,TWR,TWR,118.700
VVDN,APP,APP,125.300
VVDN,GND,GND,121.600
VVDN,TWR,TWR,125.000
VVNB,APP/DEP,APP/DEP,120.075
VVNB,APP/DEP,APP/DEP,121.000
VVNB,APP/DEP,APP/DEP,125.100
VVNB,APP/DEP,APP/DEP,126.575
VVNB,ATIS,ATIS,127.000
VVNB,CTR,CTR,123.300
VVNB,CTR,CTR,125.900
VVNB,CTR,CTR,132.300
VVNB,CTR,CTR,133.650
VVNB,DEL,DEL,119.250
VVNB,DEL/TWR,DEL/TWR,119.250
VVNB,DEL/TWR,DEL/TWR,125.225
VVNB,GND,GND,121.650
VVNB,GND,GND,121.900
VVNB,TWR,TWR,118.400
VVNB,TWR,TWR,118.900
VVPB,TWR,TWR,118.800
VVPK,TWR,TWR,118.100
VVPQ,TWR,TWR,118.600
VVTS,APP,APP,125.500
VVTS,ATIS,ATIS,128.000
VVTS,GND,GND,121.900
VVTS,TWR,TWR,118.700
VYAN,TWR,TWR,118.700
VYBG,APP,APP,119.700
VYBG,TWR,TWR,118.100
VYBM,TWR,TWR,118.700
VYCZ,APP,APP,119.700
VYCZ,RDO,RDO,552.600
VYCZ,TWR,TWR,118.700
VYDW,APP,APP,119.700
VYDW,TWR,TWR,118.700
VYKG,TWR,TWR,118.700
VYKL,TWR,TWR,118.700
VYKP,TWR,TWR,118.700
VYKT,TWR,TWR,118.700
VYLK,TWR,TWR,118.700
VYLS,TWR,TWR,118.700
VYMD,APP,APP,119.200
VYMD,GND,GND,121.725
VYMD,TWR,TWR,118.600
VYME,APP,APP,119.700
VYME,TWR,TWR,118.700
VYMK,APP,APP,119.700
VYMK,TWR,TWR,118.700
VYMM,TWR,TWR,118.700
VYMO,TWR,TWR,118.700
VYMS,TWR,TWR,118.700
VYNP,APP,APP,119.700
VYNP,TWR,TWR,118.700
VYNS,TWR,TWR,118.700
VYNT,TWR,TWR,118.700
VYPA,TWR,TWR,118.700
VYPN,TWR,TWR,118.700
VYPT,TWR,TWR,118.700
VYST,APP,MEIKTILA APP,119.700
VYST,TWR,MEIKTILA TWR,118.700
VYSW,APP,APP,119.700
VYSW,TWR,TWR,118.700
VYTD,TWR,TWR,118.700
VYTL,TWR,TWR,118.700
VYTO,APP,APP,119.700
VYTO,TWR,TWR,121.700
VYYY,APP,MINGALADON APP,119.700
VYYY,ATIS,ATIS,128.400
VYYY,GND,MINGALADON GND,121.900
VYYY,TWR,MINGALADON TWR,118.100
WAAA,APP,UJUNG PANDANG APP,119.400
WAAA,ATIS,ATIS,126.250
WAAA,INFO,UJUNG INFO,295.600
WAAA,TWR,TWR,118.100
WABB,APP,BIAK APP,121.200
WABB,ATIS,ATIS,126.500
WABB,INFO,BIAK INFO,295.600
WABB,TWR,TWR,118.100
WABP,RDO,TIMIKA RDO,681.100
WABP,TWR,KILANGIN TWR,118.300
WADB,RDO,BIMA RDO,782.500
WADB,TWR,SALAHUDDIN TWR,120.300
WADD,APP,DIRECTOR,119.700
WADD,ATIS,ATIS,126.200
WADD,GND,NGURAH GND,118.800
WADD,INFO,INFO,8.880
WADD,TMA,RADAR,119.300
WADD,TWR,NGURAH TWR,118.100
WADS,A/G,INFO,118.100
WADT,RDO,RDO,122.500
WADW,AFIS,INFO,122.200
WAEE,AFIS,INFO,122.400
WAEE,RDO,TERNATE RDO,905.500
WAEW,A/G,INFO,122.200
WAFF,TWR,TWR,118.700
WAFM,INFO,INFO,534.000
WAFP,A/G,RDO,457.500
WAFW,A/G,INFO,122.800
WAGG,ATIS,,127.000
WAGG,TWR,TWR,122.400
WAHL,A/G,RDO,122.800
WAHU,NDB,KJ,0.336
WAHU,SSB,Karimunjawa Radio,7.400
WAHU,VHF,Dewadaru Info,121.300
WAHU,VOR,KRJ,117.300
WAJJ,APP,JAYAPURA APP,119.100
WAJJ,ATIS,ATIS,128.800
WAJJ,INFO,JAYAPURA INFO,295.600
WAJJ,TWR,SENTANI TOWER,118.100
WAKK,FSS,MERAUKE INFO,558.000
WAKK,TWR,TWR,122.200
WALG,INFO,INFO,118.500
WALL,APP,BALIKPAPAN APP,120.400
WALL,ATIS,ATIS,127.600
WALL,INFO,BALIKPAPAN INFO,341.600
WALL,TWR,TWR,118.100
WALQ,INFO,BADAK INFO,127.700
WALQ,RDO,BADAK RDO,534.000
WALR,APP,TARAKAN APP,125.500
WALR,TWR,JUWATA TWR,118.100
WALS,TWR,TWR,122.400
WALT,RDO,RDO,129.700
WALV,A/G,RDO,534.000
WALV,TWR,TWR,122.100
WALX,RDO,RDO,122.300
WAMG,INFO,GORONTALO RDO,905.500
WAMG,TWR,TWR,122.200
WAMH,A/G,INFO,123.000
WAMM,APP,MANADO APP,119.000
WAMM,ATIS,ATIS,126.400
WAMM,INFO,MANADO INFO,891.800
WAMM,TWR,RATULANGI TWR,118.100
WAOH,INFO,INFO,544.250
WAOI,TWR,TWR,122.200
WAON,AFIS,INFO,122.100
WAOO,APP,BANJARMASIN APP,126.500
WAOO,ATIS,ATIS,128.050
WAOO,INFO,BANJARMASIN INFO,819.800
WAOO,TWR,ULIN TWR,118.400
WAOS,A/G,SAMPIT INFO,122.800
WAPL,INFO,INFO,120.000
WAPL,RDO,RDO,583.600
WAPP,APP,AMBON APP,121.000
WAPP,ATIS,ATIS,125.400
WAPP,INFO,AMBON INFO,891.800
WAPP,TWR,TWR,122.200
WAQT,RDO,RDO,808.250
WARA,APP,SURABAYA APP,119.100
WARA,TWR,TWR,122.500
WARI,APP,MADIUN APP,122.600
WARI,GND,YUDI GND,121.700
WARJ,APP,Secondary,120.200
WARJ,APP,YOGYA DIRECTOR,123.400
WARJ,ATIS,ATIS,128.500
WARJ,GND,ADI GND,118.500
WARJ,TWR,Secondary,118.100
WARJ,TWR,ADI TWR,122.400
WARP,RDO,RDO,122.100
WARQ,APP,YOGYA APP,123.400
WARQ,ATIS,ATIS,127.200
WARQ,TCA,SEMARANG TCA,120.300
WARQ,TWR,MARMO TWR,122.700
WARR,ATIS,ATIS,128.200
WARR,DIR,Surabaya Director Secondary,123.200
WARR,DIR,Surabaya Director (Primary),125.100
WARR,SMC,Ground Control,118.900
WARR,TCA,Surabaya Control - Primary,123.550
WARR,TCA,Surabaya Control - Secondary,124.000
WARR,TWR,Tower - Secondary,118.100
WARR,TWR,Tower - Primary,118.300
WARS,APP,SEMARANG APP,120.300
WARS,ATIS,ATIS,126.000
WARS,TWR,YANI TWR,122.300
WASF,A/G,TOREA INFO,118.100
WASK,INFO,INFO,131.450
WASK,RDO,RDO,681.120
WASO,INFO,INFO,681.120
WASR,AFIS,INFO,122.200
WATC,AFIS,AFIS,122.300
WATE,RDO,RDO,118.700
WATG,A/G,INFO,122.600
WATG,RDO,RDO,449.500
WATM,INFO,INFO,449.500
WATO,A/G,LABUHAN BAJO RDO,449.500
WATO,INFO,LABUHAN BAJO INFO,122.700
WATT,INFO,KUPANG INFO,341.600
WATT,TWR,TWR,118.300
WAVV,AFIS,INFO,120.000
WAVV,ATIS,Wamena ATIS,127.200
WAVV,TWR,,120.000
WAWB,INFO,INFO,905.500
WAWS,A/G,RDO,122.200
WAWT,AFIS,INFO,122.200
WAWW,TWR,TWR,122.200
WBGB,ATIS,ATIS,127.800
WBGB,GND,GND,121.800
WBGB,TWR,TWR,122.300
WBGG,ACC,RDR,134.500
WBGG,APP,APP DIRECTOR,120.200
WBGG,ATIS,ATIS,128.400
WBGG,GND,GND,121.900
WBGG,TWR,TWR,118.100
WBGJ,GND,GND,121.950
WBGJ,TWR,TWR,124.300
WBGM,TWR,TWR,122.400
WBGR,APP,APP,122.900
WBGR,ATIS,ATIS,127.000
WBGR,GND,GND,121.900
WBGR,TWR,TWR,123.300
WBGS,APP,APP,122.600
WBGS,ATIS,ATIS,127.650
WBGS,GND,GND,121.900
WBGS,TWR,TWR,122.600
WBKD,TWR,TWR,122.300
WBKK,A/D,KINABALU APP,119.100
WBKK,A/G,KINABALU RDO,682.500
WBKK,ACC,KINABALU CON,126.100
WBKK,ATIS,ATIS,127.400
WBKK,GND,KINABALU GND,121.600
WBKK,INFO,KINABALU,133.300
WBKK,TWR,KINABALU TWR,118.300
WBKL,APP,APP,119.700
WBKL,ATIS,ATIS,126.850
WBKL,GND,GND,118.350
WBKL,TWR,TWR,118.100
WBKS,APP,APP,123.200
WBKS,GND,GND,121.900
WBKS,TWR,TWR,121.050
WBKW,APP,APP,123.550
WBKW,GND,GND,121.900
WBKW,TWR,TWR,122.500
WBMU,APP,TWR,129.200
WBSB,APP,RADAR,121.300
WBSB,ATIS,ATIS,126.800
WBSB,GND,GND,121.900
WBSB,TWR,TWR,118.700
WBTM,FSS,RDO,682.500
WBTM,TWR,TWR,118.200
WIBB,APP,PEKANBARU APP,120.800
WIBB,TWR,SYARIF TWR,118.100
WIBD,RDO,DUMAI RDO,122.600
WIBJ,A/G,RDO,122.800
WIBJ,AFIS,INFO,118.200
WICB,GRD,BUDI GROUND,119.700
WICB,TWR,BUDI TWR,123.200
WICC,APP,BANDUNG APP,121.000
WICC,TWR,TWR,118.650
WICD,A/G,RDO,122.100
WICM,TWR,TASIK TWR,122.600
WICN,RDO,RDO,122.000
WIDD,ACC,SINGAPORE APP,120.300
WIDD,APP,TANJUNG PINANG APP,130.200
WIDD,ATIS,ATIS,126.250
WIDD,GND,GND/CLNC DEL,121.750
WIDD,TWR,Secondary,118.300
WIDD,TWR,Primary,118.700
WIDE,A/G,RDO,118.100
WIDM,INFO,INFO,128.000
WIDM,RDO,RDO,546.750
WIDN,ACC,SINGAPORE APP,120.300
WIDN,APP,TANJUNG PINANG APP,130.200
WIDN,TWR,TWR,118.400
WIDS,INFO,INFO,122.200
WIHH,APP,JAKARTA APP,119.750
WIHH,ARR,JAKARTA ARR,125.450
WIHH,ATIS,ATIS,128.800
WIHH,DIR,JAKARTA DIRECTOR,119.700
WIHH,TWR,TWR,122.050
WIHH,TWR,Tower Secondary,122.700
WIHP,INFO,INFO,122.100
WIII,APP,JAKARTA APP,119.750
WIII,ARR,JAKARTA ARR,125.450
WIII,ATIS,ATIS,126.850
WIII,CLD,CLNC DEL,121.950
WIII,FSS,JAKARTA CENTRAL INFO,129.700
WIII,GND,GND,121.600
WIII,INFO,PABELOKAN INFO,129.800
WIII,TWR,TWR,118.750
WILL,TWR,INTEN TWR,122.400
WIMA,INFO,MALIK INFO,122.900
WIMB,A/G,INFO,122.500
WIME,A/G,INFO,122.800
WIMK,APP,MEDAN APP,119.700
WIMK,ATIS,MEDAN ATIS,126.800
WIMK,TWR,TWR,118.100
WIMM,ATIS,,126.300
WIMM,TWR,zoel,118.600
WIMN,INFO,INFO,658.900
WIMS,A/G,PINANG SORE RDO,122.300
WIOD,TWR,Hanan Djoeddin,118.800
WIOG,AFIS,INFO,122.500
WIOG,RDO,RDO,385.500
WIOK,INFO,INFO,122.300
WION,INFO,INFO,112.100
WIOO,APP,PONTIANAK APP,119.000
WIOO,ATIS,ATIS,127.400
WIOO,INFO,PONTIAK INFO,895.700
WIOO,TWR,TWR,118.300
WIOP,A/G,INFO,123.500
WIPA,TWR,THAHA TWR,118.400
WIPK,APP,PANGKALPINANG APP,123.600
WIPK,TWR,AMIR TWR,118.300
WIPL,TWR,TWR AND APP COMBINE,122.200
WIPO,AFIS,INFO,123.700
WIPP,APP,PALEMBANG APP,119.200
WIPP,ATIS,ATIS,127.200
WIPP,INFO,PALEMBANG INFO,341.600
WIPP,TWR,MAHMUD TWR,118.100
WIPQ,RDO,RDO,122.100
WIPT,APP,PADANG APP,124.000
WIPT,ATIS,ATIS,127.250
WIPT,TWR,MINANG TWR,118.300
WITA,FIS,,112.800
WITL,A/G,INFO,130.450
WITN,INFO,SALEH INFO,122.600
WITT,AFIS,TWR,122.200
WITT,RDO,BANDA ACEH RDO,658.900
WMAP,APP,APP,122.400
WMAP,TWR,TWR,128.300
WMBI,CTAF,,124.500
WMBT,AFIS,INFO,122.800
WMGK,APP,APP,22.760
WMGK,GND,GND,22.500
WMGK,TWR,TWR,22.610
WMKA,APP,ALOR STAR APP,122.300
WMKA,GND,ALOR STAR GND,121.600
WMKA,TWR,ALOR STAR TWR,122.300
WMKB,APP,APP,125.800
WMKB,ATIS,ATIS,23.010
WMKB,DEP,DEP,128.500
WMKB,GND,GND,134.600
WMKB,TWR,TWR,118.300
WMKC,GND,KOTA BHARU GND,121.600
WMKC,TWR,KOTA BHARU TWR,122.500
WMKD,APP,APP,118.100
WMKD,ATIS,ATIS,127.500
WMKD,GND,GND,28.960
WMKD,TWR,TWR,118.100
WMKE,GND,GND,121.800
WMKE,TWR,TWR,123.300
WMKF,TWR,TWR,126.500
WMKI,TWR,IPOH TWR,122.100
WMKJ,ACC,LUMPUR CON,132.200
WMKJ,APP,JOHOR TWR,124.700
WMKJ,ATIS,ATIS,126.600
WMKJ,GND,JOHOR TWR,121.800
WMKJ,TWR,JOHOR TWR,122.500
WMKK,A/D,LUMPUR APP,119.450
WMKK,ATIS,LUMPUR ATIS FOR DEPARTURE,126.450
WMKK,ATIS,LUMPUR ATIS FOR ARRIVALS,128.050
WMKK,CLD,LUMPUR CLNC DEL,126.000
WMKK,DEPT,LUMPUR DEPARTURE,135.250
WMKK,GND,LUMPUR GND,121.650
WMKK,GND,LUMPUR GND,122.275
WMKK,TWR,LUMPUR TWR 14R/32L,118.500
WMKK,TWR,LUMPUR TWR 14L/32R,118.800
WMKK,TWR,LUMPUR TWR RWY 15/33,119.800
WMKL,APP,APP,119.400
WMKL,ATIS,ATIS,128.200
WMKL,GND,GND,121.800
WMKL,TWR,TWR,118.500
WMKM,ATIS,,127.450
WMKM,GND,GND,121.600
WMKM,TWR,TWR,118.000
WMKN,GND,TERENGGANU GND,121.600
WMKN,TWR,TERENGGANU TWR,123.600
WMKP,ATIS,ATIS,126.400
WMKP,GND,PENANG  GROUND,121.600
WMKP,TWR,PENANG TOWER,121.100
WMSA,A/D,LUMPUR DIRECTOR,125.100
WMSA,A/G,LUMPUR RDO,347.000
WMSA,ACC,LUMPUR APP/CON,132.800
WMSA,ATIS,SUBANG INFO,127.600
WMSA,CLD,LUMPUR DELIVERY,126.000
WMSA,GND,SUBANG GND,121.900
WMSA,INFO,LUMPUR,126.100
WMSA,OPS,AIR FORCE GND,125.200
WMSA,TWR,SUBANG TWR,118.200
WPDB,CTAF,TIMOR COMMON LOW,127.100
WPDL,APP,COMORO APP/TWR,122.900
WPDL,GND,COMORO GND,133.900
WPDL,MISC,PCL,125.500
WPEC,CTAF,E TIMOR COMMON HIGH,123.450
WPEC,INFO,E TIMOR COMMON LOW,127.100
WRLF,NUNUKAN INFO,PRIMARY,120.550
WRLF,NUNUKAN INFO,SECONDARY,123.150
