ident,type,name,municipality,iso_country,iso_region,iata_code,elevation_ft,lat,lon
UMKE,small_airport,Medovoye Airfield,Medovoye,RU,RU-KGD,,85,54.5409,20.3362
UMKK,medium_airport,Khrabrovo Airport,Kaliningrad,RU,RU-KGD,KGD,42,54.8900,20.5926
UMLI,small_airport,Minsk Machulishchy Air Base,Minsk,BY,BY-MI,,699,53.7733,27.5800
UMMA,medium_airport,Baranavichi Air Base,Baranavichi,BY,BY-BR,,,53.1000,26.0500
UMMG,medium_airport,Hrodna Airport,Hrodna,BY,BY-HR,GNA,443,53.6020,24.0538
UMMS,large_airport,Minsk National Airport,Minsk,BY,BY-MI,MSQ,670,53.8881,28.0400
UMNB,medium_airport,Babruisk Air Base,Babruisk,BY,BY-MA,,502,53.1050,29.2050
UMNM,small_airport,Novo-Pashkovo Airfield,Mahiylow / Mogilev,BY,BY-MA,,,53.9450,30.2440
UMNV,small_airport,Pruzhany Air Base,Pruzhany,BY,BY-BR,,,52.5823,24.3799
UMOO,medium_airport,Mogilev Airport,Mogilev,BY,BY-MA,MVQ,637,53.9549,30.0951
UNAA,medium_airport,Abakan International Airport,Abakan,RU,RU-KK,ABA,831,53.7400,91.3850
UNAU,small_airport,Shushenskoye Airport,Kazantsevo,RU,RU-KYA,,885,53.3852,92.0447
UNBA,small_airport,Kosh-Agach Airport,Kosh-Agach,RU,RU-AL,,,49.9464,88.6301
UNBB,medium_airport,Barnaul Airport,Barnaul,RU,RU-ALT,BAX,837,53.3638,83.5385
UNBC,heliport,Akkem Heliport,Akkem Lake,RU,RU-AL,,6695,49.9071,86.5442
UNBG,medium_airport,Gorno-Altaysk Airport,Gorno-Altaysk,RU,RU-AL,RGK,965,51.9692,85.8365
UNBH,heliport,Belokurikha-2 Heliport,Belokurikha,RU,RU-ALT,,1281,51.9771,84.9753
UNBM,small_airport,Volchikha Airport,Volchikha,RU,RU-ALT,,,52.0251,80.3379
UNBU,small_airport,Ust-Koksa Airport,Ust-Koksa Airport,RU,RU-AL,,3235,50.2647,85.7135
UNCC,small_airport,Gorodskoy Aeroport Airfield,Novosibirsk,RU,RU-NVS,,564,55.0957,82.9095
UNEA,heliport,Anzhero-Sudzhensk Heliport,Anzhero-Sudzhensk,RU,RU-KAM,,748,56.1498,86.0538
UNEE,medium_airport,Kemerovo Airport,Kemerovo,RU,RU-KEM,KEJ,863,55.2701,86.1072
UNHA,small_airport,Aksenovo Airport,Aksenovo,RU,RU-KYA,,580,58.9640,101.5719
UNHT,heliport,Tura Heliport,Tura,RU,RU-KYA,,600,64.2788,100.2142
UNHZ,small_airport,Zotino Airport,Zotino,RU,RU-KYA,,138,60.9008,89.6807
UNIA,small_airport,Aydara Airport,Aydara,RU,RU-KYA,,373,58.5291,88.4031
UNIB,medium_airport,Baykit Airport,Baykit,RU,RU-KYA,BKA,853,61.6767,96.3550
UNII,medium_airport,Yeniseysk Airport,Yeniseysk,RU,RU-KYA,EIE,253,58.4742,92.1125
UNIJ,small_airport,Yartsevo Airport,Yartsevo,RU,RU-KYA,YAE,210,60.2550,90.1950
UNIP,medium_airport,Podkamennaya Tunguska Airport,Bor,RU,RU-KYA,TGP,213,61.5897,89.9940
UNIS,medium_airport,Severo-Yeniseysk Airport,Severo-Yeniseysk,RU,RU-KYA,VEO,1706,60.3733,93.0117
UNIT,small_airport,Tura Mountain Airport,Tura,RU,RU-KYA,GOY,2044,64.3335,100.4329
UNIW,medium_airport,Vanavara Airport,Vanavara,RU,RU-KYA,VAQ,892,60.3562,102.3096
UNKB,small_airport,Boguchany Airport,Boguchany,RU,RU-KYA,BGS,446,58.3806,97.4723
UNKI,small_airport,Kodinsk Airport,,RU,RU-KYA,KNY,990,58.4794,99.0939
UNKL,large_airport,Krasnoyarsk International Airport,Krasnoyarsk,RU,RU-KYA,KJA,942,56.1731,92.4924
UNKM,medium_airport,Krasnoyarsk Cheremshanka Airport,Krasnoyarsk,RU,RU-KYA,KCY,833,56.1776,92.5459
UNKO,small_airport,Sharypovo Airport,Sharypovo,RU,RU-KYA,,1099,55.4549,89.1739
UNKS,medium_airport,Achinsk Airport,Achinsk,RU,RU-KYA,ACS,1033,56.2692,90.5751
UNKY,medium_airport,Kyzyl Airport,Kyzyl,RU,RU-TY,KYZ,2123,51.6694,94.4006
UNLK,small_airport,Kargasok Airport,Kargasok,RU,RU-TOM,,194,59.0619,80.8232
UNLL,small_airport,Kolpashevo Airport,Kolpashevo,RU,RU-TOM,,243,58.3253,82.9325
UNLW,small_airport,Novy Vasyugan Airport,Novy Vasyugan,RU,RU-TOM,,246,58.5860,76.5040
UNNE,medium_airport,Yeltsovka Airport,Novosibirsk,RU,RU-NVS,,617,55.0924,83.0045
UNNT,large_airport,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,RU-NVS,OVB,365,55.0198,82.6187
UNOK,small_airport,Kalachinsk Airport,Kalachinsk,RU,RU-OMS,,361,55.0200,74.6100
UNOO,medium_airport,Omsk Central Airport,Omsk,RU,RU-OMS,OMS,311,54.9670,73.3105
UNOS,medium_airport,Omsk Severny Airport,Omsk,RU,RU-OMS,,380,54.9750,73.5550
UNOT,small_airport,Tara Airport,Tara,RU,RU-OMS,,253,56.9000,74.3000
UNOW,small_airport,Tevriz Airport,Tevriz,RU,RU-OMS,,217,57.5040,72.3310
UNSB,heliport,181 Sobolinaya Helipad,,RU,RU-TOM,,234,58.4589,79.5317
UNSN,heliport,Novikovo Heliport,Novikovo,RU,RU-TOM,,222,58.2150,80.6237
UNSR,heliport,1 Razryvno-Moiseevskaya Helipad,,RU,RU-TOM,,357,58.0950,76.0083
UNSS,medium_airport,Strezhevoy Airport,Strezhevoy,RU,RU-TOM,SWT,164,60.7094,77.6600
UNTR,small_airport,Beryozkino Airfield,Tomsk,RU,RU-TOM,,394,56.5026,84.6866
UNTT,medium_airport,Bogashevo Airport,Tomsk,RU,RU-TOM,TOF,597,56.3803,85.2083
UNWW,medium_airport,Spichenkovo Airport,Novokuznetsk,RU,RU-KEM,NOZ,1024,53.8114,86.8772
UODD,medium_airport,Dikson Airport,Dikson,RU,RU-KYA,DKS,47,73.5178,80.3797
UODL,small_airport,Cape Chelyuskin Airfield,Chelyuskin Polar Station,RU,RU-KYA,,60,77.7120,104.2400
UODN,medium_airport,Nagurskoye,Murmansk,RU,RU-ARK,,59,80.8032,47.6636
UODS,small_airport,Sredniy Ostrov Air Base,Khatanga,RU,RU-KYA,,26,79.5283,91.0750
UOHH,medium_airport,Khatanga Airport,Khatanga,RU,RU-KYA,HTG,95,71.9781,102.4910
UOIC,small_airport,Snezhnogorsk Airport,Snezhnogorsk,RU,RU-KYA,,102,68.0767,87.6450
UOIG,medium_airport,Svetlogorsk Airport,Svetlogorsk,RU,RU-KYA,SES,394,66.8400,88.4033
UOII,medium_airport,Igarka Airport,Igarka,RU,RU-KYA,IAA,82,67.4372,86.6219
UOOO,medium_airport,Norilsk-Alykel Airport,Norilsk,RU,RU-KYA,NSK,574,69.3111,87.3322
UOOW,heliport,Valek Airport,Valek,RU,RU-KYA,,108,69.3981,88.3523
UOTT,small_airport,Turukhansk Airport,Turukhansk,RU,RU-KYA,THX,128,65.7972,87.9353
UOTU,small_airport,Tutonchany Airport,Tutonchany,RU,RU-KYA,,900,64.2102,93.7925
UPTS,heliport,Truskavets – Rixos Heliport,Truskavets,UA,UA-46,,1328,49.2677,23.4967
URKA,medium_airport,Anapa Vityazevo Airport,Krasnyi Kurgan,RU,RU-KDA,AAQ,174,45.0021,37.3473
URKG,medium_airport,Gelendzhik Airport,Gelendzhik,RU,RU-KDA,GDZ,98,44.5821,38.0125
URKK,medium_airport,Krasnodar Pashkovsky International Airport,Krasnodar,RU,RU-KDA,KRR,118,45.0347,39.1705
URKR,small_airport,Armavir Air Base,Armavir,RU,RU-KDA,,712,44.9687,41.1074
URKS,small_airport,Enem Airfield,Enem,RU,RU-AD,,62,44.9460,38.9320
URME,small_airport,Yessentuki Airfield,Yessentuki,RU,RU-STA,,,44.0600,42.8290
URMG,medium_airport,Grozny Airport,Grozny,RU,RU-CE,GRV,548,43.3881,45.6998
URML,medium_airport,Makhachkala Uytash International Airport,Makhachkala,RU,RU-DA,MCX,12,42.8168,47.6523
URMM,medium_airport,Mineralnyye Vody Airport,Mineralnyye Vody,RU,RU-STA,MRV,1054,44.2251,43.0819
URMN,medium_airport,Nalchik Airport,Nalchik,RU,RU-KB,NAL,1461,43.5129,43.6366
URMO,medium_airport,Vladikavkaz Beslan International Airport,Beslan,RU,RU-SE,OGZ,1673,43.2051,44.6066
URMS,medium_airport,Magas Airport,Sunzha,RU,RU-IN,IGT,1165,43.3233,45.0126
URMT,medium_airport,Stavropol Shpakovskoye Airport,Stavropol,RU,RU-STA,STW,1486,45.1092,42.1128
UROD,medium_airport,Dudinka Airport,Dudinka,RU,RU-KYA,,82,69.3750,86.1567
URRH,small_airport,Shakhty Airfield,Shakhty,RU,RU-ROS,,,47.6970,40.2870
URRN,small_airport,Potapov,,RU,RU-ROS,,,47.4660,41.9250
URRP,large_airport,Platov International Airport,Rostov-on-Don,RU,RU-ROS,ROV,213,47.4939,39.9247
URRT,medium_airport,Taganrog Yuzhny Airport,Taganrog,RU,RU-ROS,TGK,117,47.1983,38.8492
URSS,large_airport,Sochi International Airport,Sochi,RU,RU-KDA,AER,89,43.4499,39.9566
URWA,medium_airport,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,RU-AST,ASF,-65,46.2828,48.0105
URWI,medium_airport,Elista Airport,Elista,RU,RU-KL,ESL,501,46.3739,44.3309
URWW,medium_airport,Volgograd International Airport,Volgograd,RU,RU-VGG,VOG,482,48.7825,44.3455
USCC,medium_airport,Chelyabinsk Balandino Airport,Chelyabinsk,RU,RU-CHE,CEK,769,55.3058,61.5033
USCG,small_airport,Chelyabinsk Shagol Airport,,RU,RU-CHE,,830,55.2600,61.3000
USCM,medium_airport,Magnitogorsk International Airport,Magnitogorsk,RU,RU-BA,MQF,1430,53.3931,58.7557
USCV,small_airport,Kalachevo Airfield,Chelyabinsk,RU,RU-CHE,,,54.9530,61.5000
USDA,medium_airport,Sabetta International Airport,Sabetta,RU,RU-YAN,SBT,46,71.2192,72.0522
USDB,medium_airport,Bovanenkovo Airport,Bovanenkovo,RU,RU-YAN,BVJ,24,70.3153,68.3336
USDD,medium_airport,Salekhard Airport,Salekhard,RU,RU-YAN,SLY,218,66.5908,66.6110
USDE,heliport,Soyakha Helipad (New),Soyakha,RU,RU-YAN,,,70.1639,72.5276
USDI,small_airport,Antipayuta Airport,Antipayuta,RU,RU-YAN,,69,69.0929,76.8610
USDK,small_airport,Mys Kamenny Airport,Mys Kamennyi,RU,RU-YAN,YMK,3,68.4677,73.5967
USDL,heliport,Labytnangi Heliport,Labytnangi,RU,RU-YAN,,,66.6745,66.4420
USDO,small_airport,Tolka Airport,Tolka,RU,RU-YAN,,92,63.9878,82.0509
USDP,small_airport,Krasnoselkup Airport,Krasnoselkup,RU,RU-YAN,KKQ,101,65.7170,82.4550
USDR,small_airport,Yar-Sale Airport,Yar-Sale,RU,RU-YAN,,33,66.8535,70.8474
USDS,small_airport,Tarko-Sale Airport,Tarko-Sale,RU,RU-YAN,TQL,82,64.9305,77.8113
USDT,small_airport,Tazovsky Airport,Tazovsky,RU,RU-YAN,,92,67.4842,78.6444
USDU,small_airport,Urengoy Airport,Urengoy,RU,RU-YAN,UEN,56,65.9600,78.4370
USDX,heliport,Kharasaveyskoye GKM AP Bovanenkovo Heliport,Kharasavey,RU,RU-YAN,,63,71.1235,66.9273
USHA,small_airport,Saranpaul' Airport,Saranpaul',RU,RU-KHM,,90,64.2571,60.9123
USHB,medium_airport,Berezovo Airport,,RU,RU-KHM,EZV,98,63.9210,65.0305
USHH,medium_airport,Khanty Mansiysk Airport,Khanty-Mansiysk,RU,RU-KHM,HMA,76,61.0285,69.0861
USHI,small_airport,Igrim Airport,,RU,RU-KHM,IRM,79,63.2004,64.4401
USHK,small_airport,Kondinskoye Airport,Kondinskoye,RU,RU-KHM,KXD,131,59.6551,67.4300
USHL,small_airport,Lugovoy Airport,Lugovoy,RU,RU-KHM,,,59.7240,65.8330
USHN,medium_airport,Nyagan Airport,Nyagan,RU,RU-KHM,NYA,361,62.1100,65.6150
USHQ,medium_airport,Beloyarskiy Airport,,RU,RU-KHM,EYK,82,63.6869,66.6986
USHS,medium_airport,Sovetskiy Airport,Sovetskiy,RU,RU-KHM,OVS,351,61.3266,63.6019
USHU,medium_airport,Uray Airport,Uray,RU,RU-KHM,URJ,190,60.1033,64.8267
USII,medium_airport,Izhevsk Airport,Izhevsk,RU,RU-UD,IJK,531,56.8281,53.4575
USKK,medium_airport,Pobedilovo Airport,Kirov,RU,RU-KIR,KVX,479,58.5039,49.3478
USMM,medium_airport,Nadym Airport,Nadym,RU,RU-YAN,NYM,49,65.4809,72.6989
USMU,medium_airport,Novy Urengoy Airport,Novy Urengoy,RU,RU-YAN,NUX,210,66.0694,76.5203
USNN,medium_airport,Nizhnevartovsk Airport,Nizhnevartovsk,RU,RU-KHM,NJC,177,60.9493,76.4836
USPP,medium_airport,Perm International Airport,Perm,RU,RU-PER,PEE,404,57.9145,56.0212
USPT,small_airport,Berezniki Airport,Solikamsk,RU,RU-PER,,207,59.5795,56.8577
USRA,small_airport,Ay-Pim Airport,Ay-Pim,RU,RU-KHM,,258,62.2650,71.1910
USRK,medium_airport,Kogalym International Airport,Kogalym,RU,RU-KHM,KGP,220,62.1904,74.5338
USRN,medium_airport,Nefteyugansk Airport,Nefteyugansk,RU,RU-KHM,NFG,115,61.1083,72.6500
USRO,medium_airport,Noyabrsk Airport,Noyabrsk,RU,RU-YAN,NOJ,446,63.1833,75.2700
USRR,medium_airport,Surgut Airport,Surgut,RU,RU-KHM,SGC,200,61.3437,73.4018
USSK,medium_airport,Uktus Airport,Yekaterinburg,RU,RU-SVE,,643,56.7017,60.7900
USSQ,small_airport,Alapayevsk Airfield,Alapayevsk,RU,RU-SVE,,420,57.8681,61.7483
USSS,large_airport,Koltsovo Airport,Yekaterinburg,RU,RU-SVE,SVX,764,56.7431,60.8027
USTJ,medium_airport,Remezov Airport,Tobolsk,RU,RU-TYU,RMZ,167,58.0584,68.3488
USTL,small_airport,Plekhanovo Airport,Tyumen,RU,RU-TYU,,308,57.1447,65.4697
USTO,small_airport,Tobolsk Airport,Tobolsk,RU,RU-TYU,TOX,167,58.1358,68.2319
USTR,medium_airport,Roshchino International Airport,Tyumen,RU,RU-TYU,TJM,378,57.1683,65.3161
USUU,medium_airport,Kurgan Airport,Kurgan,RU,RU-KGN,KRO,240,55.4753,65.4156
UTAA,large_airport,Ashgabat International Airport,Ashgabat,TM,TM-S,ASB,692,37.9868,58.3610
UTAE,small_airport,Kerki Airport,Kerki,TM,TM-L,KEA,770,37.8221,65.1353
UTAK,medium_airport,Turkmenbashi International Airport,Turkmenbashi,TM,TM-B,KRW,279,40.0633,53.0072
UTAM,medium_airport,Mary International Airport,Mary,TM,TM-M,MYP,728,37.6235,61.8957
UTAT,medium_airport,Daşoguz Airport,Daşoguz,TM,TM-D,TAZ,272,41.7599,59.8361
UTAV,medium_airport,Türkmenabat International Airport,Türkmenabat,TM,TM-L,CRZ,649,38.9307,63.5640
UTDD,medium_airport,Dushanbe International Airport,Dushanbe,TJ,TJ-DU,DYU,2575,38.5437,68.8230
UTDK,medium_airport,Kulob Airport,Kulyab,TJ,TJ-KT,TJU,2293,37.9881,69.8050
UTDL,medium_airport,Khujand Airport,Khujand,TJ,TJ-SU,LBD,1450,40.2154,69.6947
UTDT,medium_airport,Qurghonteppa International Airport,Kurgan-Tyube,TJ,TJ-KT,KQT,1473,37.8664,68.8647
UTFN,small_airport,Namangan Airport,Namangan,UZ,UZ-NG,NMA,1555,40.9846,71.5567
UTKA,medium_airport,Andizhan Airport,Andizhan,UZ,UZ-AN,AZN,1515,40.7277,72.2940
UTKF,medium_airport,Fergana International Airport,Fergana,UZ,UZ-FA,FEG,1980,40.3588,71.7450
UTKK,small_airport,Kokand Airport,Kokand,UZ,UZ-FA,OQN,1357,40.4472,70.9891
UTNM,small_airport,Muynak Airport,Muynak,UZ,UZ-QR,MOK,177,43.7536,59.0299
UTNN,medium_airport,Nukus Airport,Nukus,UZ,UZ-QR,NCU,246,42.4884,59.6233
UTNT,small_airport,Turtkul Airport,Turtkul,UZ,UZ-QR,,305,41.5750,60.9666
UTNU,medium_airport,Urgench Airport,Urgench,UZ,UZ-XO,UGC,320,41.5843,60.6417
UTSA,medium_airport,Navoi Airport,Navoi,UZ,UZ-NW,NVI,1140,40.1172,65.1708
UTSB,medium_airport,Bukhara International Airport,Bukhara,UZ,UZ-BU,BHK,751,39.7750,64.4833
UTSH,small_airport,Shahrisabz Airport,Shahrisabz,UZ,UZ-QA,,1900,39.0680,66.7584
UTSK,small_airport,Karshi Airport,Karshi,UZ,UZ-QA,KSQ,1230,38.8022,65.7731
UTSL,small_airport,Karshi-Khanabad Air Base,Khanabad,UZ,UZ-QA,,1365,38.8336,65.9215
UTSM,small_airport,Tandy Bulak Airport,Tandy Bulak,UZ,UZ-NW,,716,41.7608,64.6024
UTSN,small_airport,Sugraly Airport,Zarafshan,UZ,UZ-NW,AFS,1396,41.6139,64.2332
UTSR,small_airport,Sariasiya Airport,Sariasiya,UZ,UZ-SU,,1949,38.4106,67.9452
UTSS,medium_airport,Samarkand Airport,Samarkand,UZ,UZ-SA,SKD,2224,39.7005,66.9838
UTST,medium_airport,Termez Airport,Termez,UZ,UZ-SU,TMJ,1027,37.2873,67.3119
UTSU,small_airport,Uchkuduk Airport,Uchkuduk,UZ,UZ-NW,,416,42.0831,63.4493
UTTP,medium_airport,Tashkent East Airport,Tashkent,UZ,UZ-TO,,1574,41.3129,69.3955
UTTT,large_airport,Tashkent International Airport,Tashkent,UZ,UZ-TO,TAS,1417,41.2579,69.2812
UUBA,medium_airport,Kostroma Sokerkino Airport,Kostroma,RU,RU-KOS,KMW,446,57.7969,41.0194
UUBC,medium_airport,Grabtsevo Airport,Kaluga,RU,RU-KLU,KLF,656,54.5500,36.3667
UUBI,medium_airport,Ivanovo South Airport,Ivanovo,RU,RU-IVA,IWA,410,56.9394,40.9408
UUBK,medium_airport,Staroselye Airport,Rybinsk,RU,RU-YAR,RYB,423,58.1042,38.9294
UUBN,small_airport,Zmeyevo Airfield,Tver,RU,RU-TVE,,472,56.9147,35.9357
UUBP,medium_airport,Bryansk Airport,Bryansk,RU,RU-BRY,BZK,663,53.2142,34.1764
UUBQ,small_airport,Sharya Airport,,RU,RU-KOS,,120,58.3920,45.5545
UUBS,small_airport,Smolensk South Airport,Smolensk,RU,RU-SMO,,820,54.7450,32.0650
UUBW,large_airport,Zhukovsky International Airport,Moscow,RU,RU-MOS,ZIA,377,55.5533,38.1500
UUDD,large_airport,Domodedovo International Airport,Moscow,RU,RU-MOS,DME,588,55.4088,37.9063
UUDL,small_airport,Tunoshna Airport,Tunoshna,RU,RU-YAR,IAR,287,57.5607,40.1574
UUEE,large_airport,Sheremetyevo International Airport,Moscow,RU,RU-MOS,SVO,622,55.9726,37.4146
UUEI,small_airport,Kimry Airfield,Kimry,RU,RU-TVE,,449,56.7983,37.3300
UUEM,medium_airport,Migalovo Air Base,Tver,RU,RU-TVE,KLD,469,56.8247,35.7577
UUMD,small_airport,Selnikovo Airfield,Selnikovo,RU,RU-MOS,,351,55.1298,39.1457
UUMI,small_airport,Stupino Air Base,Stupino,RU,RU-MOS,,584,54.8880,38.1470
UUML,small_airport,Severka Airfield,Voskresensk,RU,RU-MOS,,433,55.2066,38.6791
UUMO,medium_airport,Ostafyevo International Airport,Moscow,RU,RU-MOS,OSF,568,55.5117,37.5072
UUMT,medium_airport,Tretyakovo Airport,Lukhovitsy,RU,RU-MOS,,515,54.9050,39.0267
UUMU,medium_airport,Chkalovskiy Air Base,Moscow,RU,RU-MOS,CKL,499,55.8783,38.0617
UUOB,medium_airport,Belgorod International Airport,Belgorod,RU,RU-BEL,EGO,735,50.6438,36.5901
UUOD,small_airport,Pridacha,Voronezh,RU,RU-VOR,,344,51.6523,39.2555
UUOK,medium_airport,Kursk East Airport,Kursk,RU,RU-KRS,URS,686,51.7506,36.2956
UUOL,medium_airport,Lipetsk Airport,Lipetsk,RU,RU-LIP,LPK,584,52.7028,39.5378
UUOO,medium_airport,Voronezh International Airport,Voronezh,RU,RU-VOR,VOZ,514,51.8142,39.2296
UUOT,medium_airport,Donskoye Airport,Tambov,RU,RU-TAM,TBW,413,52.8061,41.4828
UUPM,heliport,163rd km Oil Pipeline Heliport,Pechora,RU,RU-KO,,200,65.0777,57.2323
UURB,heliport,Brykalansk Heliport,,RU,RU-KO,,240,65.4785,54.2615
UURG,heliport,Verkhnekolvinskaya Heliport,Verkhnekolvinsk,RU,RU-KO,,205,66.6706,56.9807
UURH,heliport,Haryaginskiy Heliport,Haryaginskiy,RU,RU-NEN,,,67.2130,56.7810
UUTZ,small_airport,Zavidovo Air Park (U.C.),Shetakovo,RU,RU-TVE,,1562,56.5536,36.5595
UUWK,small_airport,Kudinovo Airfield,Kudinovo,RU,RU-KLU,,600,55.0238,36.2446
UUWW,large_airport,Vnukovo International Airport,Moscow,RU,RU-MOW,VKO,685,55.5915,37.2615
UUXM,heliport,Samotsvyetniy Heliport,,RU,RU-KO,,910,63.3850,58.8151
UUYH,medium_airport,Ukhta Airport,Ukhta,RU,RU-KO,UCT,482,63.5669,53.8047
UUYI,medium_airport,Inta Airport,Inta,RU,RU-KO,INA,184,66.0534,60.1058
UUYK,medium_airport,Vuktyl Airport,Vuktyl,RU,RU-KO,,358,63.8233,57.2800
UUYM,small_airport,Yemva Airport,Emva,RU,RU-KO,,,62.6054,50.9252
UUYP,medium_airport,Pechora Airport,Pechora,RU,RU-KO,PEX,98,65.1211,57.1308
UUYS,medium_airport,Usinsk Airport,Usinsk,RU,RU-KO,USK,262,66.0047,57.3672
UUYT,small_airport,Ust-Kulom Airport,Ust-Kulom,RU,RU-KO,,,61.6900,53.7100
UUYV,medium_airport,Izhma Airport,Izhma,RU,RU-KO,,230,65.0317,53.9700
UUYW,medium_airport,Vorkuta Airport,Vorkuta,RU,RU-KO,VKT,604,67.4886,63.9931
UUYX,medium_airport,Ust-Tsylma Airport,Ust-Tsylma,RU,RU-KO,UTS,262,65.4373,52.2003
UUYY,medium_airport,Syktyvkar Airport,Syktyvkar,RU,RU-KO,SCW,342,61.6470,50.8451
UWGB,small_airport,Bolshoye Boldino Airport,Bolshoye Boldino,RU,RU-ARK,,,55.0200,45.3150
UWGG,medium_airport,Nizhny Novgorod / Strigino International Airport,Nizhny Novgorod,RU,RU-NIZ,GOJ,256,56.2283,43.7852
UWKB,medium_airport,Bugulma Airport,Bugulma,RU,RU-TA,UUA,991,54.6412,52.8002
UWKD,large_airport,Kazan International Airport,Kazan,RU,RU-TA,KZN,411,55.6062,49.2787
UWKE,medium_airport,Begishevo Airport,Nizhnekamsk,RU,RU-TA,NBC,643,55.5647,52.0925
UWKG,medium_airport,Borisoglebskoye Airport,Kazan,RU,RU-TA,,213,55.8667,49.1333
UWKJ,medium_airport,Yoshkar-Ola Airport,Yoshkar-Ola,RU,RU-ME,JOK,348,56.7006,47.9047
UWKS,medium_airport,Cheboksary Airport,Cheboksary,RU,RU-CU,CSY,558,56.0903,47.3473
UWKW,heliport,Yudino Heliport,Kazan,RU,RU-TA,,,55.8590,49.0400
UWLL,medium_airport,Ulyanovsk Baratayevka Airport,Ulyanovsk,RU,RU-ULY,ULV,449,54.2683,48.2267
UWLS,small_airport,Soldatskaya Tashla Airfield,,RU,RU-ULY,,673,54.0153,48.3060
UWLW,medium_airport,Ulyanovsk East Airport,Cherdakly,RU,RU-ULY,ULY,252,54.4010,48.8027
UWOD,small_airport,Adamovka Airport,Adamovka,RU,RU-ORE,,,51.4993,59.9367
UWOH,small_airport,Kvarkeno Airport,Kvarkeno,RU,RU-ORE,,,52.0778,59.6865
UWOO,medium_airport,Orenburg Central Airport,Orenburg,RU,RU-ORE,REN,387,51.7958,55.4567
UWOR,medium_airport,Orsk Airport,Orsk,RU,RU-ORE,OSW,909,51.0725,58.5956
UWOS,small_airport,Svetlyy Airport,,RU,RU-ORE,,978,50.8007,60.9024
UWPP,medium_airport,Penza Airport,Penza,RU,RU-PNZ,PEZ,614,53.1106,45.0211
UWPS,medium_airport,Saransk Airport,Saransk,RU,RU-MO,SKX,676,54.1251,45.2123
UWSB,medium_airport,Balakovo Airport,Balakovo,RU,RU-SAR,BWO,95,51.8583,47.7456
UWSG,large_airport,Gagarin International Airport,Saratov,RU,RU-SAR,GSV,103,51.7128,46.1711
UWSK,small_airport,Krasny Kut Airport,Krasny Kut,RU,RU-SAR,,177,50.9555,46.9499
